"fid","hospital_name","address","address2","city","state","zip","telephone","type","status","population","county","country","latitude","longitude","website","state_id","beds","trauma","helipad","caring_system","funding","affilition","regular_beds","nicu_beds","opened","pediatric_trauma_level","nicu_level","ranked_specialties","childrens_hospital"
6085,"UNITED HSPTL SYS","6308 EIGHTH AVE","Not Available","Kenosha","WI",53143,"(262) 656-2011","General Acute Care Hospital","Open",247,"Kenosha","US",42.5781,-87.8198,"http://www.unitedhospitalsystem.org/","22",247,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6086,"Wahiawa General Hospital","128 Lehua St","Not Available","Wahiawa","HI",96786,"(808) 621-8411","General Acute Care Hospital","Open",160,"Honolulu","US",21.4989,-158.026,"http://www.wahiawageneral.org","Not Available",160,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6087,"St. Luke's Hospital","1000 Tenth Ave","Not Available","New York","NY",10003,"(212) 256-3800","General Acute Care Hospital","Open",523,"New York","US",40.7697,-73.987,"http://www.stlukeshospitalnyc.org/index.aspx","1469",523,"I","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6088,"MILE BLUFF MEDICAL CENTER INC","1050 DIVISION ST","Not Available","Mauston","WI",53948,"(608) 847-6161","General Acute Care Hospital","Open",157,"Juneau","US",43.7828,-90.0752,"http://www.milebluff.com","134",157,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6089,"Wilcox Memorial Hospital","3420 Kuhio Hwy","Not Available","Lihue","HI",96766,"(808) 245-1100","General Acute Care Hospital","Open",64,"Kauai","US",21.9861,-159.365,"http://www.wilcoxhealth.org","Not Available",64,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6120,"Larned State Hospital","1301 KS HIGHWAY 264","Not Available","Larned","KS",67550,"(620) 2854360","General Acute Care Hospital","Open",520,"Pawnee","US",38.1715,-99.1509,"http://www.larnedstatehospital.org","M073001",520,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6090,"Richmond University Medical Center - Bayley Seton Campus","75 Vanderbilt Ave","Not Available","Staten Island","NY",10304,"(718) 818-1234","General Acute Care Hospital","Open",126,"Richmond","US",40.6224,-74.0754,"http://www.rumcsi.org/Main/home.aspx","1473",126,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6091,"Edwards County Hospital","620 WEST EIGHTH STREET","Not Available","Kinsley","KS",67547,"(620) 6593621","General Acute Care Hospital","Open",22,"Edwards","US",37.9212,-99.4202,"http://www.edwardscohospital.com","H024001",22,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6092,"AURORA MED CTR KENOSHA","10400 75TH ST","Not Available","Kenosha","WI",53142,"(262) 948-5600","General Acute Care Hospital","Open",73,"Kenosha","US",42.5694,-87.9355,"http://www.aurorahealthcare.org","1001",73,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6093,"Hosp Metropolitano Dr Susoni","55 Nicomedes Rivera Street","Not Available","Arecibo Pueblo","PR",614,"(787) 650-1030","General Acute Care Hospital","Open",138,"Arecibo","US",18.4733,-66.7169,NULL,"19",138,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6094,"Goldwater Specialty Hospital","1 Main Street","Not Available","Roosevelt Island","NY",10044,"(212) 318-8000","General Acute Care Hospital","Open",1000,"New York","US",40.7548,-73.9563,"http://www.nyc.gov/html/hhc/coler-goldwater/home.html","1486",1000,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6095,"Manhattan Surgical Hospital Llc","1829 COLLEGE AVENUE","Not Available","Manhattan","KS",66502,"(785) 7765100","General Acute Care Hospital","Open",13,"Riley","US",39.2028,-96.599,"http://www.manhattansurgical.com","H075004",13,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6096,"Hosp Dr. Cayetano Coll Y Toste","129 San Luis Avenue","Not Available","Arecibo Pueblo","PR",613,"(787) 650-7272","General Acute Care Hospital","Open",188,"Arecibo","US",18.467,-66.7311,NULL,"20",188,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6097,"Kiowa District Hospital","810 DRUMM STREET","Not Available","Kiowa","KS",67070,"(620) 8254131","General Acute Care Hospital","Open",58,"Barber","US",37.0151,-98.4836,NULL,"H004001",58,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6098,"UNITED HOSPITAL SYS ST CATHERINES CAMPUS","9555 76TH ST","Not Available","Pleasant Prairie","WI",53158,"(262) 656-2011","General Acute Care Hospital","Open",202,"Kenosha","US",42.5645,-87.9243,"http://www.uhsi.org","305",202,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6099,"GUNDERSEN LUTH MED CTR","1910 SOUTH AVE","Not Available","La Crosse","WI",54601,"(608) 782-7300","General Acute Care Hospital","Open",325,"La Crosse","US",43.7946,-91.247,"http://www.gundluth.org","23",325,"II","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6100,"Mercy Regional Health Center","1823 COLLEGE AVE","Not Available","Manhattan","KS",66502,"(785) 7762831","General Acute Care Hospital","Open",96,"Riley","US",39.2013,-96.5989,"http://www.mercyregional.org","H081003",96,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6101,"Professional Hosp Inc - San Agustin","Pr-2 Km 49.5 Interseccion 685","Not Available","Coto Norte","PR",960,"(787) 854-5090","General Acute Care Hospital","Open",0,"Arecibo","US",18.4299,-66.4938,NULL,"43",0,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6102,"Flushing Hospital Medical Center","45 Th Ave & Parsons Blvd","Not Available","Flushing","NY",11355,"(718) 670-4611","General Acute Care Hospital","Open",293,"Queens","US",40.7554,-73.8165,"http://www.flushinghospital.org","1628",293,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6103,"Mcpherson Hospital Inc","1000 HOSPITAL DRIVE","Not Available","Mcpherson","KS",67460,"(620) 2412250","General Acute Care Hospital","Open",41,"McPherson","US",38.3788,-97.6735,"http://www.mcphersonmemorial.org","H059002",41,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6104,"Hosp General Castaner Inc","Km 64-2| Route 135","Not Available","Castañer","PR",631,"(787) 829-5010","General Acute Care Hospital","Open",24,"Arecibo","US",18.181,-66.8332,NULL,"115",24,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6105,"MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR","700 WEST AVENUE SOUTH","Not Available","La Crosse","WI",54601,"(608) 785-0940","General Acute Care Hospital","Open",155,"La Crosse","US",43.8039,-91.2403,"http://www.franciscanskemp.org","24",155,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6106,"Kingman Community Hospital","750 W AVE D","Not Available","Kingman","KS",67068,"(620) 5323147","General Acute Care Hospital","Open",25,"Kingman","US",37.6476,-98.1232,"http://www.kchks.com","H048001CAH",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6107,"Queens Hospital Center","82-68 164Th St","Not Available","Jamaica","NY",11432,"(718) 883-2348","General Acute Care Hospital","Open",316,"Queens","US",40.7171,-73.8046,"http://www.nyc.gov/html/hhc/qhc/html/home/home.shtml","1633",316,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6108,"Elmhurst Hospital Center","79-01 Brdway","Not Available","Elmhurst","NY",11373,"(718) 334-2920","General Acute Care Hospital","Open",551,"Queens","US",40.7448,-73.8861,"http://www.nyc.gov/html/hhc/ehc/html/home/home.shtml","1626",551,"I","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6109,"MEMORIAL HSPTL LAFAYETTE CTY","800 CLAY ST PO BOX 70","Not Available","Darlington","WI",53530,"(608) 776-4466","General Acute Care Hospital","Open",25,"Lafayette","US",42.6836,-90.11,"http://www.memorialhospitaloflafayettecounty.org","1015",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6110,"Kearny County Hospital","500 THORPE STREET","Not Available","Lakin","KS",67860,"(620) 3557111","General Acute Care Hospital","Open",100,"Kearny","US",37.9466,-101.252,"http://www.kearnycountyhospital.com","H047001",100,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6111,"Doctors Center Hospital- Manati","Km 47-7","Not Available","Manati","PR",674,"(787) 621-3322","General Acute Care Hospital","Open",150,"Arecibo","US",18.4337,-66.474,NULL,"123",150,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6112,"Meade District Hospital","510 E CARTHAGE","Not Available","Meade","KS",67864,"(620) 8732141","General Acute Care Hospital","Open",80,"Meade","US",37.2866,-100.334,"http://www.meadehospital.com","H060001",80,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6113,"Manati Medical Center Dr Alejandro Otero Lopez","Calle Hernandez Carrion 668","Not Available","Manati Pueblo","PR",674,"(787) 621-3700","General Acute Care Hospital","Open",0,"Arecibo","US",18.4346,-66.4825,NULL,"127",0,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6114,"Jamaica Hospital Medical Center","8900 Van Wyck Expressway","Not Available","Jamaica","NY",11414,"(718) 206-6000","General Acute Care Hospital","Open",431,"Queens","US",40.7001,-73.8161,"http://jamaicahospital.org/","1629",431,"I","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6115,"LANGLADE HOSPITAL","112 E FIFTH ST","Not Available","Antigo","WI",54409,"(715) 623-2331","General Acute Care Hospital","Open",81,"Langlade","US",45.1404,-89.1403,"http://www.langladehospital.org","1055",81,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6116,"Ottawa County Health Center","215 E 8TH STREET","Not Available","Minneapolis","KS",67467,"(785) 3922122","General Acute Care Hospital","Open",42,"Ottawa","US",39.1293,-97.7039,"http://www.ottawacountyhealthcenter.com","H072001",42,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6117,"Csf - Utuado","C/Isaac Gonzalez Martinez","Not Available","Arenas","PR",641,"(787) 894-2875","General Acute Care Hospital","Open",0,"Arecibo","US",18.2597,-66.7065,NULL,"254",0,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6118,"St. John's Episcopal Hospital-South Shore","327 Beach 19Th St","Not Available","Far Rockaway","NY",11691,"(718) 869-7000","General Acute Care Hospital","Open",241,"Queens","US",40.5987,-73.7535,"http://www.ehs.org","1635",241,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6119,"ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","Not Available","Wausau","WI",54401,"(715) 847-2121","General Acute Care Hospital","Open",257,"Marathon","US",44.9658,-89.6679,"http://www.aspirus.org","188",257,"II","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6121,"Long Island Jewish Medical Center","220-22 Hillside Avenue","Not Available","Glen Oaks","NY",11004,"(516) 465-8033","General Acute Care Hospital","Open",524,"Queens","US",40.754,-73.7087,"http://www.northshorelij.com/hospitals/location/lij-medical-center","1630",524,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6122,"Inst Medico Del Norte Inc, Centro Medico Wilma N Vazquez","Carr. 2 Km. 39.5","Not Available","Vega Baja","PR",694,"(787) 858-1580","General Acute Care Hospital","Open",150,"Arecibo","US",18.4463,-66.377,NULL,"259",150,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6123,"GOOD SAMARITAN HLTH CTR","601 S CENTER AVE","Not Available","Merrill","WI",54452,"(715) 536-5511","General Acute Care Hospital","Open",25,"Lincoln","US",45.1756,-89.6818,"http://www.ministryhealth.org","1043",25,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6124,"Hospital Buen Samaritano","Carr #2 Km 141-1 Ave Severiano Cuevas #18 Bo. Caimital Bajo","Not Available","Aguadilla","PR",605,"(787) 658-0000","General Acute Care Hospital","Open",154,"Mayaguez","US",18.4428,-67.1509,"http://www.hbspr.org","8",154,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6125,"Forest Hills Hospital","102-01 66 Road","Not Available","Flushing","NY",11375,"(718) 830-4000","General Acute Care Hospital","Open",222,"Queens","US",40.7291,-73.8519,"http://www.northshorelij.com/hospitals/location/forest-hills","1638",222,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6126,"Minneola District Hospital #2","212 MAIN","Not Available","Minneola","KS",67865,"(620) 8854264","General Acute Care Hospital","Open",54,"Clark","US",37.4415,-100.013,"http://www.minneolahealthcare.com","H013002",54,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6127,"SACRED HEART HSPTL","401 W MOHAWK DR STE 100","Not Available","Tomahawk","WI",54487,"(715) 453-7700","General Acute Care Hospital","Open",6,"Lincoln","US",45.4865,-89.734,"http://ministryhealth.org","1016",6,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6128,"The Mount Sinai Hospital of Queens","25-10 30Th Ave","Not Available","Astoria","NY",11102,"(212) 241-6500","General Acute Care Hospital","Open",192,"Queens","US",40.7683,-73.9249,"http://www.mshq.org/","1639",192,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6129,"Hosp San Carlos Borromeo","550 Concepcion Vera Ayala","Not Available","Moca","PR",676,"(787) 877-8000","General Acute Care Hospital","Open",106,"Mayaguez","US",18.3902,-67.11,"http://www.hscbpr.org","148",106,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6130,"Cushing Memorial Hospital","711 MARSHALL STREET","Not Available","Leavenworth","KS",66048,"(913) 6841102","General Acute Care Hospital","Open",52,"Leavenworth","US",39.3073,-94.9183,"http://https://www.saintlukeshealthsystem.org/location/cushingmemorial-
hospital","H052001",52,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6131,"HOLY FAMILY MEMORIAL INC","2300 WESTERN AVE PO BOX 1450","Not Available","Manitowoc","WI",54221,"(920) 320-2011","General Acute Care Hospital","Open",62,"Manitowoc","US",44.0947,-87.6765,"http://www.hfmhealth.org","7",62,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6132,"Woodhull Medical and Mental Health Center","760 Broadway","Not Available","Brooklyn","NY",11206,"(718) 388-5889","General Acute Care Hospital","Open",332,"Kings","US",40.6995,-73.9424,"http://www.nyc.gov/html/hhc","1692",332,"Not Available","Y",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6133,"Metropolitano Psiquiatrico De Cabo Rojo","108 Munoz Rivera Street","Not Available","Cabo Rojo Pueblo","PR",623,"(787) 851-2025","Psychiatric Hospital","Open",43,"Mayaguez","US",18.0857,-67.1473,NULL,"44",43,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6134,"Saint John Hospital","3500 SOUTH 4TH STREET","Not Available","Leavenworth","KS",66048,"(913) 5965031","General Acute Care Hospital","Open",56,"Leavenworth","US",39.2826,-94.9033,"http://www.providence-health.org/sjh","H052002",56,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6135,"AURORA MED CTR MANITOWOC CTY","5000 MEMORIAL DR","Not Available","Two Rivers","WI",54241,"(920) 794-5000","General Acute Care Hospital","Open",69,"Manitowoc","US",44.1254,-87.6195,"http://www.aurorahealthcare.org","85",69,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6136,"Hosp Perea","Calle Dr Basora 15","Not Available","Mayaguez","PR",680,"(787) 834-0101","General Acute Care Hospital","Open",103,"Mayaguez","US",18.2027,-67.1398,"http://www.paviahealth.com/perea_hospital.htm","137",103,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6137,"New York Hospital Queens","56 45 Main St","Not Available","Flushing","NY",11355,"(718) 670-1231","General Acute Care Hospital","Open",519,"Queens","US",40.7468,-73.8254,"http://www.nyhq.org/","1637",519,"I","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6138,"Mercy Hospital","218 E PACK ST","Not Available","Moundridge","KS",67107,"(620) 3456391","General Acute Care Hospital","Open",21,"McPherson","US",38.2053,-97.5169,"http://www.mercyh.org/","H059003",21,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6139,"NORTH CENTRAL HEALTH CARE","1100 LAKEVIEW DR","Not Available","Wausau","WI",54403,"(715) 848-4600","Psychiatric Hospital","Open",247,"Marathon","US",44.9311,-89.6342,"http://www.norcen.org","206",247,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6140,"Albert Einstein College of Medicine","111 East 210 St","Not Available","Bronx","NY",10461,"(718) 405-4000","General Acute Care Hospital","Open",0,"Bronx","US",40.8525,-73.8464,"http://www.einstein.yu.edu/","3058",0,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6141,"Clinica Espanola Inc","Pr-106 Bo La Quinta - Sector Clinica Espanola","Not Available","Miradero","PR",680,"(787) 832-0404","General Acute Care Hospital","Open",0,"Mayaguez","US",18.2062,-67.1315,NULL,"138",0,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6142,"Wichita County Health Center","211 E EARL STREET","Not Available","Leoti","KS",67861,"(620) 3752233","General Acute Care Hospital","Open",37,"Wichita","US",38.4753,-101.355,"http://www.wichitacountyhealthcenter.com","H102001",37,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6143,"NYP The Allen Hospital","5141 Broadway","Not Available","New York","NY",10034,"(212) 932-4000","General Acute Care Hospital","Open",0,"New York","US",40.8732,-73.9131,"http://nyp.org/allenhospital/","3975",0,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6144,"Hosp Advanced Cardiology Dr Ramon Emeterio Betances","410 Hostos Avenue","Not Available","Mayaguez","PR",681,"(787) 265-3900","General Acute Care Hospital","Open",181,"Mayaguez","US",18.1806,-67.1528,NULL,"139",181,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6145,"ST CLARES HOSPITAL OF WESTON INC","3400 MINISTRY PARKWAY","Not Available","Weston","WI",54476,"(715) 393-3000","General Acute Care Hospital","Open",69,"Marathon","US",44.8902,-89.5801,"http://www.ministryhealth.org","310",69,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6146,"Hosp Bella Vista","State Road 349","Not Available","Mayaguez","PR",681,"(787) 834-2350","General Acute Care Hospital","Open",157,"Mayaguez","US",18.1868,-67.1192,"http://www.bvhpr.org","140",157,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6147,"Southwest Medical Center","315 WEST 15TH STREET","Not Available","Liberal","KS",67901,"(620) 6296291","General Acute Care Hospital","Open",101,"Seward","US",37.0567,-100.927,"http://www.swmedcenter.com","H088001",101,"Not Available","Not Available",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
