hospital_name,address,city,state,zip,type,status,population,county,country,latitude,longitude,website,beds,trauma,helipad,childrens hospital
RICHARD L. ROUDEBUSH VA MEDICAL CENTER,1481 W 10TH ST,INDIANAPOLIS,IN,46202,MILITARY,OPEN,-999,MARION,USA,39.77846306,-86.18716442,www.indianapolis.va.gov/,-999.0,NOT AVAILABLE,Y,nan
"VA MEDICAL CENTER - MARION, IN",1700 E 38TH ST,MARION,IN,46953,MILITARY,OPEN,-999,GRANT,USA,40.5204615,-85.63826841,http://www.northernindiana.va.gov/,-999.0,NOT AVAILABLE,N,nan
VA MEDICAL CENTER - BROCKTON DIVISION,940 BELMONT ST,BROCKTON,MA,2401,MILITARY,OPEN,-999,PLYMOUTH,USA,42.06302243,-71.05393559,http://www.boston.va.gov/,-999.0,NOT AVAILABLE,N,nan
VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,421 N MAIN ST,NORTHAMPTON,MA,1062,MILITARY,OPEN,-999,HAMPSHIRE,USA,42.34953083,-72.68244039,http://www.centralwesternmass.va.gov/,-999.0,NOT AVAILABLE,N,nan
VA MEDICAL CENTER - WEST ROXBURY DIVISION,1400 VFW PKY,WEST ROXBURY,MA,2132,MILITARY,OPEN,-999,SUFFOLK,USA,42.2746273,-71.17169802,http://www.boston.va.gov/,-999.0,NOT AVAILABLE,N,nan
CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,3001 GREEN BAY RD,NORTH CHICAGO,IL,60064,MILITARY,OPEN,-999,LAKE,USA,42.30704823,-87.86051071,http://www.lovell.fhcc.va.gov/,-999.0,NOT AVAILABLE,Y,nan
UNC HOSPITALS AT WAKEBROOK,111 SUNNYBROOK ROAD,RALEIGH,NC,27610,PSYCHIATRIC,OPEN,-999,WAKE,USA,35.78289748,-78.58179865,http://www.wakegov.com/humanservices/locations/wakebrook/Pages/default.aspx,-999.0,NOT AVAILABLE,N,nan
COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BLVD,TOPEKA,KS,66622,MILITARY,OPEN,-999,SHAWNEE,USA,39.02623218,-95.72279545,http://www.topeka.va.gov/,-999.0,NOT AVAILABLE,Y,nan
DWIGHT D. EISENHOWER VA MEDICAL CENTER,4101 4TH ST TRAFFICWAY,LEAVENWORTH,KS,66048,MILITARY,OPEN,-999,LEAVENWORTH,USA,39.27939624,-94.89383569,http://www.leavenworth.va.gov/,-999.0,NOT AVAILABLE,N,nan
SAINT JOSEPHS HOSPITAL AND MEDICAL CENTER,703 MAIN STREET,PATERSON,NJ,7503,GENERAL ACUTE CARE,OPEN,651,PASSAIC,USA,40.90283445,-74.16570442,http://www.stjosephshealth.org/st-josephs-regional-medical-center,651.0,II,Y,nan
KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN STREET,HOUSTON,TX,77030,LONG TERM CARE,OPEN,116,HARRIS,USA,29.71285043,-95.39917023,http://www.khhouston.com/,116.0,NOT AVAILABLE,Y,nan
LAMB HEALTHCARE CENTER,1500 SOUTH SUNSET AVENUE,LITTLEFIELD,TX,79339,GENERAL ACUTE CARE,OPEN,75,LAMB,USA,33.91170687,-102.3442949,http://www.lambhc.org/,75.0,LEVEL IV,Y,nan
BAYSHORE MEDICAL CENTER,727 NORTH BEERS STREET,HOLMDEL,NJ,7733,GENERAL ACUTE CARE,OPEN,211,MONMOUTH,USA,40.40516141,-74.19168432,http://www.bchs.com,211.0,NOT AVAILABLE,Y,nan
VA MEDICAL CENTER - KANSAS CITY,4801 LINWOOD BLVD,KANSAS CITY,MO,64128,MILITARY,OPEN,157,JACKSON,USA,39.0640641,-94.5264144,http://www.kansascity.va.gov/,157.0,NOT AVAILABLE,Y,nan
VA MEDICAL CENTER - MANCHESTER,718 SMYTH RD,MANCHESTER,NH,3104,MILITARY,OPEN,-999,HILLSBOROUGH,USA,43.01235803,-71.44086704,http://www.manchester.va.gov/,-999.0,NOT AVAILABLE,N,nan
RAYMOND G. MURPHY VA MEDICAL CENTER,1501 SAN PEDRO SE,ALBUQUERQUE,NM,87108,MILITARY,OPEN,-999,BERNALILLO,USA,35.05516799,-106.5817674,http://www.albuquerque.va.gov/,-999.0,NOT AVAILABLE,N,nan
VA MEDICAL CENTER - LYONS CAMPUS,151 KNOLLCROFT RD,LYONS,NJ,7939,MILITARY,OPEN,-999,SOMERSET,USA,40.66859853,-74.5575506,http://www.newjersey.va.gov/,-999.0,NOT AVAILABLE,N,nan
VA MEDICAL CENTER - OMAHA,4101 WOOLWORTH AVE,OMAHA,NE,68105,MILITARY,OPEN,-999,DOUGLAS,USA,41.24253129,-95.9743765,http://www.nebraska.va.gov/,-999.0,NOT AVAILABLE,N,nan
HUDSON REGIONAL HOSPITAL,55 MEADOWLANDS PARKWAY,SECAUCUS,NJ,7094,GENERAL ACUTE CARE,OPEN,234,HUDSON,USA,40.79183031,-74.07323651,http://www.meadowlandshospital.org,234.0,NOT AVAILABLE,Y,nan
ALEDA E. LUTZ VA MEDICAL CENTER,1500 WEISS ST,SAGINAW,MI,48602,MILITARY,OPEN,-999,SAGINAW,USA,43.44479571,-83.96202358,http://www.saginaw.va.gov/,-999.0,NOT AVAILABLE,N,nan
G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,1500 E WOODROW WILSON DR,JACKSON,MS,39216,MILITARY,OPEN,-999,HINDS,USA,32.32789016,-90.16732631,http://www.jackson.va.gov/,-999.0,NOT AVAILABLE,N,nan
JOHN BROOKS RECOVERY CENTER - RESIDENT DRUG TREATMENT (WOMEN),20 SOUTH TENNESSEE AVENUE,ATLANTIC CITY,NJ,8401,SPECIAL,CLOSED,29,ATLANTIC,USA,39.36130275,-74.42779704,http://jbrcnj.org/,29.0,NOT AVAILABLE,NOT AVAILABLE,nan
VA MEDICAL CENTER - FORT MEADE CAMPUS,113 COMANCHE RD,FORT MEADE,SD,57741,MILITARY,OPEN,-999,MEADE,USA,44.41267726,-103.4718151,http://www.blackhills.va.gov/,-999.0,NOT AVAILABLE,N,nan
VA CARIBBEAN HEALTHCARE SYSTEM,10 CASIA ST,SAN JUAN,PR,921,MILITARY,OPEN,-999,SAN JUAN,PRI,18.39039414,-66.07933548,http://www.caribbean.va.gov/,-999.0,NOT AVAILABLE,N,nan
VA MEDICAL CENTER - WHITE RIVER JUNCTION,163 VETERANS DR,WHITE RIVER JUNCTION,VT,5009,MILITARY,OPEN,-999,WINDSOR,USA,43.64849322,-72.34253657,http://www.whiteriver.va.gov/,-999.0,NOT AVAILABLE,N,nan
CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,420 N JAMES RD,COLUMBUS,OH,43219,MILITARY,OPEN,-999,FRANKLIN,USA,39.9808247,-82.90958494,http://www.columbus.va.gov/,-999.0,NOT AVAILABLE,N,nan
GULF COAST VETERANS HEALTH CARE SYSTEM,400 VETERANS AVE,BILOXI,MS,39531,MILITARY,OPEN,-999,HARRISON,USA,30.41511432,-88.94195402,http://www.biloxi.va.gov/,-999.0,NOT AVAILABLE,N,nan
VA MEDICAL CENTER AND AMBULATORY CARE CLINIC,3687 VETERANS DR,FORT HARRISON,MT,59636,MILITARY,OPEN,-999,LEWIS AND CLARK,USA,46.61866261,-112.1017865,http://www.montana.va.gov/,-999.0,NOT AVAILABLE,N,nan
MAYO CLINIC HOSPITAL METHODIST CAMPUS,201 WEST CENTER ST,ROCHESTER,MN,55902,GENERAL ACUTE CARE,OPEN,794,OLMSTED,USA,44.02395962,-92.46583322,http://www.mayoclinic.org/patient-visitor-guide/minnesota/clinic-hospital-buildings/mayo-clinic-hospital-methodist-campus,794.0,NOT AVAILABLE,NOT AVAILABLE,nan
ESSENTIA HEALTH VIRGINIA,901 9TH ST N,VIRGINIA,MN,55792,GENERAL ACUTE CARE,OPEN,83,ST. LOUIS,USA,47.53186339,-92.5485476,http://www.essentiahealth.org/essentiahealth-virginia/find-a-clinic/essentia-healthvirginia-211.aspx,83.0,IV,Y,nan
SHAWNEE MISSION PRAIRIE STAR,23401 PRAIRIE STAR PKWY,LENEXA,KS,66227,GENERAL ACUTE CARE,OPEN,-999,JOHNSON,USA,38.95564679,-94.85686876,http://www.shawneemission.org/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
EDWARD PLAINFIELD,24600 W 127TH ST,PLAINFIELD,IL,60585,GENERAL ACUTE CARE,OPEN,-999,WILL,USA,41.65282059,-88.21737981,http://www.edward.org/plainfield,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
BEATRICE COMMUNITY HOSPITAL,4800 HOSPITAL PKWY,BEATRICE,NE,68310,CRITICAL ACCESS,OPEN,25,GAGE,USA,40.31614637,-96.74972061,http://www.beatricecommunityhospital.com/,25.0,NOT AVAILABLE,NOT AVAILABLE,nan
VIA CHRISTI HOSPITAL ST. JOSEPH,3600 E HARRY ST,WICHITA,KS,67218,GENERAL ACUTE CARE,OPEN,-999,SEDGWICK,USA,37.66615812,-97.29259655,http://www.via-christi.org/location/via-christi-hospital-st-joseph,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
ST. ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 WEST WARM SPRINGS ROAD,LAS VEGAS,NV,89113,GENERAL ACUTE CARE,OPEN,147,CLARK,USA,36.05733944,-115.27202,www.strosehospitals.org,147.0,NOT AVAILABLE,NOT AVAILABLE,nan
HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,1201 BROAD ROCK BLVD,RICHMOND,VA,23225,MILITARY,OPEN,-999,RICHMOND CITY,USA,37.49807429,-77.46768488,http://www.richmond.va.gov/,-999.0,NOT AVAILABLE,Y,nan
VA MEDICAL CENTER - CHEYENNE,2360 E PERSHING BLVD,CHEYENNE,WY,82001,MILITARY,OPEN,-999,LARAMIE,USA,41.14828213,-104.7855322,http://www.cheyenne.va.gov/,-999.0,NOT AVAILABLE,N,nan
GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,500 FOOTHILL DR,SALT LAKE CITY,UT,84148,MILITARY,OPEN,-999,SALT LAKE,USA,40.75739725,-111.840554,http://www.saltlakecity.va.gov/,-999.0,NOT AVAILABLE,Y,nan
VA MEDICAL CENTER - VANCOUVER CAMPUS,1601 E 4TH PLAIN BLVD,VANCOUVER,WA,98661,MILITARY,OPEN,-999,CLARK,USA,45.63663819,-122.6572493,http://www.portland.va.gov/,-999.0,NOT AVAILABLE,N,nan
PARSONS STATE HOSPITAL,2601 GABRIEL AVENUE,PARSONS,KS,67357,GENERAL ACUTE CARE,OPEN,-999,LABETTE,USA,37.35126304,-95.28054226,http://www.kdads.ks.gov/Parsons/Parsons_Index.html,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
CINCINNATI CHILDREN'S LIBERTY,7777 YANKEE RD,MIDDLETOWN,OH,45044,CHILDREN,OPEN,42,BUTLER,USA,39.37657725,-84.36794409,http://www.cincinnatichildrens.org/,42.0,NOT AVAILABLE,NOT AVAILABLE,nan
SAINT FRANCIS HOSPITAL MEMPHIS,5959 PARK AVE,MEMPHIS,TN,38119,GENERAL ACUTE CARE,OPEN,479,SHELBY,USA,35.09820503,-89.86487519,http://www.saintfrancishosp.com/en-US/Pages/default.aspx,479.0,NOT AVAILABLE,Y,nan
MERIT HEALTH MADISON,161 RIVER OAKS DR,CANTON,MS,39046,GENERAL ACUTE CARE,OPEN,67,MADISON,USA,32.58137191,-90.08319563,http://www.merithealthmadison.com/,67.0,IV,Y,nan
OU MEDICAL CENTER EDMOND-ER,1 S BRYANT AVE,EDMOND,OK,73034,GENERAL ACUTE CARE,OPEN,-999,OKLAHOMA,USA,35.65465832,-97.4615103,http://www.oumedicine.com/edmond,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
NORMAN REGIONAL HEALTHPLEX,3300 HEALTHPLEX PKWY,NORMAN,OK,73072,GENERAL ACUTE CARE,OPEN,152,CLEVELAND,USA,35.25959361,-97.48953346,http://www.normanregional.com/en/locations.html?location_list=9,152.0,NOT AVAILABLE,NOT AVAILABLE,nan
PLUM CREEK SPECIALTY HOSPITAL,5601 PLUM CREEK DRIVE,AMARILLO,TX,79124,LONG TERM CARE,OPEN,47,POTTER,USA,35.218499,-101.9022048,http://www.specialtyhospital-plumcreek.net,47.0,NOT AVAILABLE,NOT AVAILABLE,nan
IU HEALTH UNIVERSITY HOSPITAL,550 UNIVERSITY BLVD,INDIANAPOLIS,IN,46202,GENERAL ACUTE CARE,OPEN,-999,MARION,USA,39.77528333,-86.17656162,http://iuhealth.org/university/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
RILEY HOSPITAL FOR CHILDREN,705 RILEY HOSPITAL DR,INDIANAPOLIS,IN,46202,CHILDREN,OPEN,-999,MARION,USA,39.77710774,-86.18027646,http://iuhealth.org/riley/,-999.0,PEDIATRICS I,Y,nan
MT CARMEL EAST HOSPITAL,6001 E BROAD ST,COLUMBUS,OH,43213,GENERAL ACUTE CARE,OPEN,461,FRANKLIN,USA,39.97691933,-82.84330783,http://www.mountcarmelhealth.com/mount-carmel-east-hospital,461.0,NOT AVAILABLE,NOT AVAILABLE,nan
SOUTHVIEW HOSPITAL,1997 MIAMISBURG CENTERVILLE RD,DAYTON,OH,45459,GENERAL ACUTE CARE,OPEN,128,MONTGOMERY,USA,39.63539661,-84.20342017,http://www.ketteringhealth.org/southview/,128.0,NOT AVAILABLE,NOT AVAILABLE,nan
TRINITY MEDICAL CENTER WEST-ER,4000 JOHNSON RD,STEUBENVILLE,OH,43952,GENERAL ACUTE CARE,OPEN,256,JEFFERSON,USA,40.36777411,-80.6590339,http://www.trinityhealth.com/,256.0,NOT AVAILABLE,Y,nan
AKRON CHILDREN'S HOSP BEEGHLY,6505 MARKET ST,BOARDMAN,OH,44512,CHILDREN,OPEN,43,MAHONING,USA,41.03255484,-80.66048104,https://www.akronchildrens.org/cms/fad_locations/beeghly_campus/,43.0,NOT AVAILABLE,NOT AVAILABLE,nan
VIBRA HOSPITAL OF AMARILLO,7501 WALLACE BLVD,AMARILLO,TX,79106,LONG TERM CARE,OPEN,72,POTTER,USA,35.194149,-101.9266926,http://www.khamarillo.com/,72.0,NOT AVAILABLE,NOT AVAILABLE,nan
BETHESDA ARROW SPRINGS-ER,100 ARROW SPRINGS BLVD,LEBANON,OH,45036,GENERAL ACUTE CARE,OPEN,-999,WARREN,USA,39.39522296,-84.20942755,http://www.trihealth.com/hospitals-and-practices/bethesda-arrow-springs/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
METHODIST HOSPITAL-SOUTHLAKE,8701 BROADWAY,MERRILLVILLE,IN,46410,GENERAL ACUTE CARE,OPEN,-999,LAKE,USA,41.45837283,-87.3329309,http://www.methodisthospitals.org/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
WARD MEMORIAL HOSPITAL,406 SOUTH GARY STREET,MONAHANS,TX,79756,CRITICAL ACCESS,OPEN,25,WARD,USA,31.59378429,-102.8831868,http://www.wardmemorial.org,25.0,LEVEL IV,NOT AVAILABLE,nan
CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER,"1900 PINE,7TH FLOOR",ABILENE,TX,79601,LONG TERM CARE,OPEN,46,TAYLOR,USA,32.47234716,-99.73327938,NOT AVAILABLE,46.0,NOT AVAILABLE,Y,nan
TEXAS NEUROREHAB CENTER,"1106 WEST DITTMAR ROAD,BUILDING 9",AUSTIN,TX,78745,LONG TERM CARE,OPEN,47,TRAVIS,USA,30.18930118,-97.80737637,http://www.texasneurorehab.com,47.0,NOT AVAILABLE,NOT AVAILABLE,nan
CORNERSTONE HOSPITAL OF AUSTIN,4207 BURNET ROAD,AUSTIN,TX,78756,LONG TERM CARE,OPEN,103,TRAVIS,USA,30.31182625,-97.7432915,http://www.chghospitals.com/austin/,103.0,NOT AVAILABLE,NOT AVAILABLE,nan
CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,"2830 CALDER AVENUE,4TH FLOOR",BEAUMONT,TX,77702,LONG TERM CARE,OPEN,51,JEFFERSON,USA,30.08725677,-94.13292786,http://www.dubuis.org/BeaumontandPortArthurSystem-CHRISTUSDubuisHospitalofBeaumont,51.0,NOT AVAILABLE,NOT AVAILABLE,nan
CHRISTUS DUBUIS HOSPITAL OF BEAUMONT SOUTH,860 SOUTH 8TH STREET,BEAUMONT,TX,77701,LONG TERM CARE,OPEN,18,JEFFERSON,USA,30.06953533,-94.12531493,http://www.christusdubuis.org/BeaumontandPortArthurSystem-CHRISTUSDubuisHospitalofBeaumont,18.0,NOT AVAILABLE,Y,nan
SELECT SPECIALTY HOSPITAL - DALLAS,2329 PARKER ROAD,CARROLLTON,TX,75010,LONG TERM CARE,OPEN,60,DALLAS,USA,33.04566135,-96.86485975,http://www.selectspecialtyhospitals.com/company/locations/dallas.aspx,60.0,NOT AVAILABLE,NOT AVAILABLE,nan
OVERLOOK MEDICAL CENTER,1000 GALLOPING HILL RD,UNION,NJ,7083,GENERAL ACUTE CARE,OPEN,-999,UNION,USA,40.67481574,-74.26565452,NOT AVAILABLE,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
KINDRED HOSPITAL EAST HOUSTON,15101 EAST FREEWAY,CHANNELVIEW,TX,77530,LONG TERM CARE,CLOSED,83,HARRIS,USA,29.77455376,-95.14465578,http://www.kheasthouston.com,83.0,NOT AVAILABLE,NOT AVAILABLE,nan
CORNERSTONE HOSPITAL CONROE,1500 GRAND LAKE DRIVE,CONROE,TX,76208,LONG TERM CARE,OPEN,41,MONTGOMERY,USA,30.28203591,-95.46559063,http://www.chghospitals.com/conroe/,41.0,NOT AVAILABLE,NOT AVAILABLE,nan
ATRIUM MEDICAL CENTER AT CORINTH,3305 CORINTH PARKWAY,CORINTH,TX,78465,LONG TERM CARE,CLOSED,40,DENTON,USA,33.15366153,-97.05667447,http://www.atriumhealthcare.net,40.0,NOT AVAILABLE,NOT AVAILABLE,nan
SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,323 E RIVERSIDE DR,EAGLE,ID,83616,GENERAL ACUTE CARE,OPEN,-999,ADA,USA,43.6889546,-116.3506934,http://www.saintalphonsus.org/,-999.0,NOT AVAILABLE,NOT AVAILABLE,nan
OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,98362,GENERAL ACUTE CARE,OPEN,126,CLALLAM,USA,48.08955335,-123.1111959,http://www.olympicmedical.org/,126.0,LEVEL III,Y,nan
EAST TEXAS MEDICAL CENTER - QUITMAN,117 WINNSBORO STREET,QUITMAN,TX,75783,CRITICAL ACCESS,OPEN,25,WOOD,USA,32.79706946,-95.44291819,http://www.etmc.org/etmcquitman/,25.0,LEVEL IV,Y,nan
HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER STREET,QUANAH,TX,79252,CRITICAL ACCESS,OPEN,24,HARDEMAN,USA,34.29619436,-99.74154846,http://www.hcmhosp.com/,24.0,LEVEL IV,NOT AVAILABLE,nan
ROUND ROCK MEDICAL CENTER,2400 ROUND ROCK AVENUE,ROUND ROCK,TX,78681,GENERAL ACUTE CARE,OPEN,173,WILLIAMSON,USA,30.51110777,-97.7136084,http://www.stdavids.com/home.aspx,173.0,LEVEL II,Y,nan
TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,3150 HORIZON ROAD,ROCKWALL,TX,75032,GENERAL ACUTE CARE,OPEN,50,ROCKWALL,USA,32.8842895,-96.46622551,http://www.phrtexas.com,50.0,NOT AVAILABLE,Y,nan
PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH,"600 ELIZABETH STREET,THIRD FLOOR",CORPUS CHRISTI,TX,78413,LONG TERM CARE,OPEN,22,NUECES,USA,27.77782005,-97.39474791,http://www.warmsprings.org/our-facilities/hospitals/post-acute-medical-specialty-hospital-corpus-christi/,22.0,NOT AVAILABLE,NOT AVAILABLE,nan
TEXAS CENTER FOR INFECTIOUS DISEASE,2303 SOUTHEAST MILITARY DRIVE,SAN ANTONIO,TX,78223,GENERAL ACUTE CARE,OPEN,72,BEXAR,USA,29.35410452,-98.4567103,http://www.dshs.state.tx.us/tcid/default.shtm,72.0,NOT AVAILABLE,NOT AVAILABLE,nan
BAYLOR SPECIALTY HOSPITAL,3504 SWISS AVENUE,DALLAS,TX,75204,LONG TERM CARE,OPEN,68,DALLAS,USA,32.79182316,-96.78160751,http://www.baylorhealth.com/PhysiciansLocations/Dallas/VisitorsGuide/MapsLocations/Pages/BaylorSpecialtyHospital.aspx,68.0,NOT AVAILABLE,NOT AVAILABLE,nan
LIFECARE HOSPITALS OF DALLAS,1950 RECORD CROSSING ROAD,DALLAS,TX,75235,LONG TERM CARE,OPEN,60,DALLAS,USA,32.81724044,-96.84885029,http://www.lifecare-hospitals.com/hospital/dallas,60.0,NOT AVAILABLE,NOT AVAILABLE,nan
KINDRED HOSPITAL DALLAS CENTRAL,"8050 MEADOW ROAD,FIRST FLOOR",DALLAS,TX,75231,LONG TERM CARE,OPEN,60,DALLAS,USA,32.8868949,-96.76738833,http://www.khdallascentral.com/,60.0,NOT AVAILABLE,NOT AVAILABLE,nan
INTEGRITY TRANSITIONAL HOSPITAL,2813 SOUTH MAYHILL ROAD,DENTON,TX,76208,LONG TERM CARE,OPEN,54,DENTON,USA,33.17439097,-97.08712045,http://www.ithdenton.com,54.0,NOT AVAILABLE,NOT AVAILABLE,nan
MESA HILL SPECIALTY HOSPITAL,2311 NORTH OREGON STREET,EL PASO,TX,79902,LONG TERM CARE,OPEN,32,EL PASO,USA,31.77347373,-106.5022513,http://www.encore-healthcare.com/mesa_hills/index.aspx,32.0,NOT AVAILABLE,NOT AVAILABLE,nan
MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,CRITICAL ACCESS,OPEN,25,GAINES,USA,32.72162797,-102.6548789,http://www.seminolehospitaldistrict.com,25.0,LEVEL IV,Y,nan
SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN STREET,SHAMROCK,TX,79079,CRITICAL ACCESS,OPEN,25,WHEELER,USA,35.1989674,-100.2481194,NOT AVAILABLE,25.0,LEVEL IV,Y,nan
KINDRED HOSPITAL EL PASO,1740 CURIE DRIVE,EL PASO,TX,79902,LONG TERM CARE,OPEN,62,EL PASO,USA,31.77862724,-106.4772989,http://www.khelpaso.com,62.0,NOT AVAILABLE,Y,nan
EL PASO LTAC HOSPITAL,"1221 NORTH COTTON,THIRD FLOOR",EL PASO,TX,79902,LONG TERM CARE,OPEN,33,EL PASO,USA,31.78368543,-106.4743254,http://epltachospital.com/,33.0,NOT AVAILABLE,NOT AVAILABLE,nan
LIFECARE HOSPITALS OF FORT WORTH,6201 OVERTON RIDGE BOULEVARD,FORT WORTH,TX,76132,LONG TERM CARE,OPEN,80,TARRANT,USA,32.67905415,-97.42120446,http://www.lifecare-hospitals.com/hospital/ftworth,80.0,NOT AVAILABLE,NOT AVAILABLE,nan
TEXAS HEALTH SPECIALTY HOSPITAL FORT WORTH,"1301 PENNSYLVANIA AVENUE,4TH FLOOR",FORT WORTH,TX,76104,LONG TERM CARE,OPEN,15,TARRANT,USA,32.73670911,-97.33988601,http://www.texashealth.org/SpecialtyHospital,15.0,NOT AVAILABLE,Y,nan
KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,7800 OAKMONT BOULEVARD,FORT WORTH,TX,76132,LONG TERM CARE,OPEN,80,TARRANT,USA,32.665697,-97.42370538,http://www.kindredhospitalfwsw.com/,80.0,NOT AVAILABLE,NOT AVAILABLE,nan
KINDRED HOSPITAL - FORT WORTH,815 EIGHTH AVENUE,FORT WORTH,TX,76104,LONG TERM CARE,OPEN,67,TARRANT,USA,32.73577378,-97.34335383,http://www.kindredfortworth.com/,67.0,NOT AVAILABLE,Y,nan
REGENCY HOSPITAL OF FORT WORTH,6801 OAKMONT BOULEVARD,FORT WORTH,TX,76132,LONG TERM CARE,CLOSED,44,TARRANT,USA,32.66203254,-97.41423269,http://www.regencyhospital.com,44.0,NOT AVAILABLE,NOT AVAILABLE,nan
HANSFORD COUNTY HOSPITAL,707 SOUTH ROLAND STREET,SPEARMAN,TX,79081,GENERAL ACUTE CARE,OPEN,25,HANSFORD,USA,36.19027677,-101.1996141,http://www.hchd.net,25.0,LEVEL IV,NOT AVAILABLE,nan
BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN,3601 NORTH CALAIS STREET,SHERMAN,TX,75090,GENERAL ACUTE CARE,OPEN,14,GRAYSON,USA,33.67663535,-96.60185221,http://baylorsherman.com/,14.0,NOT AVAILABLE,NOT AVAILABLE,nan
BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,305 MALLARD LANE,TAYLOR,TX,76574,CRITICAL ACCESS,OPEN,25,WILLIAMSON,USA,30.59094376,-97.41538166,http://www.sw.org/location/taylor-hospital,25.0,LEVEL IV,Y,nan
CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,115 AIRPORT ROAD,SULPHUR SPRINGS,TX,75483,GENERAL ACUTE CARE,OPEN,96,HOPKINS,USA,33.15762802,-95.60014471,http://www.hcmh.com,96.0,LEVEL IV,Y,nan
ROLLING PLAINS MEMORIAL HOSPITAL,200 EAST ARIZONA AVENUE,SWEETWATER,TX,79556,GENERAL ACUTE CARE,OPEN,85,NOLAN,USA,32.45321238,-100.3973167,http://www.rpmh.net,85.0,LEVEL IV,Y,nan
SOLARA HOSPITAL HARLINGEN,508 VICTORIA LANE,HARLINGEN,TX,78550,LONG TERM CARE,OPEN,41,CAMERON,USA,26.15982657,-97.67274526,http://www.chghospitals.com/harlingen/,41.0,NOT AVAILABLE,NOT AVAILABLE,nan
UNIVERSITY OF TEXAS HEALTH CENTER - TYLER,11937 HIGHWAY 271 NORTH,TYLER,TX,75708,GENERAL ACUTE CARE,OPEN,123,SMITH,USA,32.42595009,-95.21342841,http://www.uthct.edu,123.0,LEVEL IV,Y,nan
KINDRED HOSPITAL HOUSTON NORTHWEST,11297 FALLBROOK DRIVE,HOUSTON,TX,77065,LONG TERM CARE,OPEN,84,HARRIS,USA,29.92440962,-95.58824613,http://www.khhoustonnw.com/,84.0,NOT AVAILABLE,Y,nan
PINE VALLEY SPECIALTY HOSPITAL,6160 SOUTH LOOP EAST,HOUSTON,TX,77087,LONG TERM CARE,OPEN,59,HARRIS,USA,29.69473891,-95.31759658,http://www.pinevalleyspecialtyhospital.com/wp-pine/,59.0,NOT AVAILABLE,NOT AVAILABLE,nan
PLAZA SPECIALTY HOSPITAL,1300 BINZ STREET,HOUSTON,TX,77004,LONG TERM CARE,OPEN,65,HARRIS,USA,29.72323923,-95.38702269,http://www.plazaspecialtyhospital.com,65.0,NOT AVAILABLE,NOT AVAILABLE,nan
ICON HOSPITAL,19211 MCKAY DRIVE,HUMBLE,TX,77338,LONG TERM CARE,OPEN,42,HARRIS,USA,29.99867547,-95.27622266,http://www.acuityhealthcare.net,42.0,NOT AVAILABLE,NOT AVAILABLE,nan
HOUSTON METHODIST ST. CATHERINE HOSPITAL,701 SOUTH FRY,KATY,TX,77450,LONG TERM CARE,OPEN,102,HARRIS,USA,29.77679705,-95.71684416,http://www.houstonmethodist.org/locations/long-term-acute-care/st-catherine-katy/,102.0,NOT AVAILABLE,Y,nan
HILLCREST BAPTIST MEDICAL CENTER,3000 HERRING AVENUE,WACO,TX,76708,GENERAL ACUTE CARE,CLOSED,576,MCLENNAN,USA,31.55876112,-97.17473376,http://www.hillcrest.net,576.0,NOT AVAILABLE,Y,nan
LAREDO SPECIALTY HOSPITAL,2005 BUSTAMANTE STREET,LAREDO,TX,78041,LONG TERM CARE,OPEN,40,WEBB,USA,27.53352938,-99.47363697,http://www.lsh.ernesthealth.com,40.0,NOT AVAILABLE,NOT AVAILABLE,nan
